splicing_case	sample_id	control_id	GeneID	geneSymbol	chr	strand	exonStart_0base	exonEnd	1stExonStart_0base	1stExonEnd	2ndExonStart_0base	2ndExonEnd	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
SE	BS_S1M423AB	NA	ENSG00000013441.17	CLK1	chr2	-	200857972	200858089	NA	NA	NA	NA	NA	NA	200856890	200856985	200859679	200859746	NA	NA	NA	NA	NA	NA	634	2	NA	NA	267	150	NA	NA	0.9940000000000001	NA	NA
SE	BS_S1M423AB	NA	ENSG00000013441.17	CLK1	chr2	-	200857972	200858089	NA	NA	NA	NA	NA	NA	200856890	200857884	200859679	200859746	NA	NA	NA	NA	NA	NA	1271	4	NA	NA	267	150	NA	NA	0.9940000000000001	NA	NA
SE	BS_S1M423AB	NA	ENSG00000013441.17	CLK1	chr2	-	200860124	200860215	NA	NA	NA	NA	NA	NA	200859679	200859746	200861237	200861466	NA	NA	NA	NA	NA	NA	1037	85	NA	NA	241	150	NA	NA	0.884	NA	NA
SE	BS_S1M423AB	NA	ENSG00000013441.17	CLK1	chr2	-	200861701	200861862	NA	NA	NA	NA	NA	NA	200859679	200861466	200864563	200864656	NA	NA	NA	NA	NA	NA	1354	17	NA	NA	300	150	NA	NA	0.976	NA	NA
RI	BS_ED8G98XT	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	200856890	200857884	200856890	200856985	200857717	200857884	NA	NA	NA	NA	NA	NA	48	282	NA	NA	298	149	NA	NA	0.078	NA	NA
RI	BS_ED8G98XT	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	200859679	200861466	200859679	200859746	200861237	200861466	NA	NA	NA	NA	NA	NA	407	22	NA	NA	298	149	NA	NA	0.902	NA	NA
SE	BS_ED8G98XT	NA	ENSG00000013441.17	CLK1	chr2	-	200855003	200855086	NA	NA	NA	NA	NA	NA	200854615	200854695	200856681	200856811	NA	NA	NA	NA	NA	NA	383	0	NA	NA	232	149	NA	NA	1	NA	NA
SE	BS_ED8G98XT	NA	ENSG00000013441.17	CLK1	chr2	-	200857972	200858089	NA	NA	NA	NA	NA	NA	200856890	200857884	200859679	200859746	NA	NA	NA	NA	NA	NA	369	6	NA	NA	266	149	NA	NA	0.972	NA	NA
SE	BS_ED8G98XT	NA	ENSG00000013441.17	CLK1	chr2	-	200860124	200860215	NA	NA	NA	NA	NA	NA	200859679	200859746	200861237	200861466	NA	NA	NA	NA	NA	NA	39	22	NA	NA	240	149	NA	NA	0.524	NA	NA
SE	BS_ED8G98XT	NA	ENSG00000013441.17	CLK1	chr2	-	200861701	200861862	NA	NA	NA	NA	NA	NA	200859679	200861466	200864563	200864656	NA	NA	NA	NA	NA	NA	171	4	NA	NA	298	149	NA	NA	0.955	NA	NA
MXE	BS_8J09S6MZ	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	200854615	200854695	200855003	200855086	NA	NA	200853902	200853993	200856681	200856811	NA	NA	NA	NA	NA	NA	112	154	NA	NA	233	230	NA	NA	0.418	NA	NA
RI	BS_8J09S6MZ	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	200856890	200857884	200856890	200856985	200857717	200857884	NA	NA	NA	NA	NA	NA	31	129	NA	NA	300	150	NA	NA	0.107	NA	NA
RI	BS_8J09S6MZ	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	200859679	200861466	200859679	200859746	200861237	200861466	NA	NA	NA	NA	NA	NA	124	123	NA	NA	300	150	NA	NA	0.335	NA	NA
SE	BS_8J09S6MZ	NA	ENSG00000013441.17	CLK1	chr2	-	200854615	200854695	NA	NA	NA	NA	NA	NA	200853902	200853993	200855003	200855086	NA	NA	NA	NA	NA	NA	375	2	NA	NA	230	150	NA	NA	0.992	NA	NA
SE	BS_8J09S6MZ	NA	ENSG00000013441.17	CLK1	chr2	-	200855003	200855086	NA	NA	NA	NA	NA	NA	200854615	200854695	200856681	200856811	NA	NA	NA	NA	NA	NA	331	0	NA	NA	233	150	NA	NA	1	NA	NA
SE	BS_8J09S6MZ	NA	ENSG00000013441.17	CLK1	chr2	-	200860124	200860215	NA	NA	NA	NA	NA	NA	200859679	200859746	200861237	200861466	NA	NA	NA	NA	NA	NA	96	123	NA	NA	241	150	NA	NA	0.327	NA	NA
SE	BS_8J09S6MZ	NA	ENSG00000013441.17	CLK1	chr2	-	200861701	200861862	NA	NA	NA	NA	NA	NA	200859679	200861466	200864563	200864656	NA	NA	NA	NA	NA	NA	453	0	NA	NA	300	150	NA	NA	1	NA	NA
A3SS	BS_775HDFNY	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	200856890	200857884	200856890	200856985	200857972	200858089	330	1	NA	NA	300	150	NA	NA	0.9940000000000001	NA	NA
RI	BS_775HDFNY	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	200856890	200857884	200856890	200856985	200857717	200857884	NA	NA	NA	NA	NA	NA	43	196	NA	NA	300	150	NA	NA	0.099	NA	NA
RI	BS_775HDFNY	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	200859679	200861466	200859679	200859746	200861237	200861466	NA	NA	NA	NA	NA	NA	200	51	NA	NA	300	150	NA	NA	0.662	NA	NA
SE	BS_775HDFNY	NA	ENSG00000013441.17	CLK1	chr2	-	200855003	200855086	NA	NA	NA	NA	NA	NA	200854615	200854695	200856681	200856811	NA	NA	NA	NA	NA	NA	333	0	NA	NA	233	150	NA	NA	1	NA	NA
SE	BS_775HDFNY	NA	ENSG00000013441.17	CLK1	chr2	-	200857717	200857884	NA	NA	NA	NA	NA	NA	200856890	200856985	200857972	200858089	NA	NA	NA	NA	NA	NA	504	1	NA	NA	300	150	NA	NA	0.996	NA	NA
SE	BS_775HDFNY	NA	ENSG00000013441.17	CLK1	chr2	-	200860124	200860215	NA	NA	NA	NA	NA	NA	200859679	200859746	200861237	200861466	NA	NA	NA	NA	NA	NA	234	51	NA	NA	241	150	NA	NA	0.741	NA	NA
SE	BS_775HDFNY	NA	ENSG00000013441.17	CLK1	chr2	-	200861701	200861862	NA	NA	NA	NA	NA	NA	200859679	200861466	200864563	200864656	NA	NA	NA	NA	NA	NA	535	7	NA	NA	300	150	NA	NA	0.9740000000000001	NA	NA
RI	BS_NQB91P48	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	200856890	200857884	200856890	200856985	200857717	200857884	NA	NA	NA	NA	NA	NA	32	99	NA	NA	300	150	NA	NA	0.139	NA	NA
RI	BS_NQB91P48	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	200859679	200861466	200859679	200859746	200861237	200861466	NA	NA	NA	NA	NA	NA	136	12	NA	NA	300	150	NA	NA	0.85	NA	NA
SE	BS_NQB91P48	NA	ENSG00000013441.17	CLK1	chr2	-	200855003	200855086	NA	NA	NA	NA	NA	NA	200854615	200854695	200856681	200856811	NA	NA	NA	NA	NA	NA	299	0	NA	NA	233	150	NA	NA	1	NA	NA
SE	BS_NQB91P48	NA	ENSG00000013441.17	CLK1	chr2	-	200860124	200860215	NA	NA	NA	NA	NA	NA	200859679	200859746	200861237	200861466	NA	NA	NA	NA	NA	NA	161	12	NA	NA	241	150	NA	NA	0.893	NA	NA
SE	BS_NQB91P48	NA	ENSG00000013441.17	CLK1	chr2	-	200861701	200861862	NA	NA	NA	NA	NA	NA	200859679	200861466	200864563	200864656	NA	NA	NA	NA	NA	NA	571	0	NA	NA	300	150	NA	NA	1	NA	NA
RI	BS_WGK8ZMVA	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	200856890	200857884	200856890	200856985	200857717	200857884	NA	NA	NA	NA	NA	NA	8	72	NA	NA	300	150	NA	NA	0.053	NA	NA
RI	BS_WGK8ZMVA	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	200859679	200861466	200859679	200859746	200861237	200861466	NA	NA	NA	NA	NA	NA	55	19	NA	NA	300	150	NA	NA	0.591	NA	NA
SE	BS_WGK8ZMVA	NA	ENSG00000013441.17	CLK1	chr2	-	200855003	200855086	NA	NA	NA	NA	NA	NA	200854615	200854695	200856681	200856811	NA	NA	NA	NA	NA	NA	162	0	NA	NA	233	150	NA	NA	1	NA	NA
SE	BS_WGK8ZMVA	NA	ENSG00000013441.17	CLK1	chr2	-	200860124	200860215	NA	NA	NA	NA	NA	NA	200859679	200859746	200861237	200861466	NA	NA	NA	NA	NA	NA	82	19	NA	NA	241	150	NA	NA	0.7290000000000001	NA	NA
SE	BS_WGK8ZMVA	NA	ENSG00000013441.17	CLK1	chr2	-	200861701	200861862	NA	NA	NA	NA	NA	NA	200859679	200861466	200864563	200864656	NA	NA	NA	NA	NA	NA	277	2	NA	NA	300	150	NA	NA	0.986	NA	NA
A3SS	BS_4CP4T22V	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	200856890	200857884	200856890	200856985	200857972	200858089	336	5	NA	NA	300	150	NA	NA	0.971	NA	NA
RI	BS_4CP4T22V	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	200856890	200857884	200856890	200856985	200857717	200857884	NA	NA	NA	NA	NA	NA	81	295	NA	NA	300	150	NA	NA	0.121	NA	NA
RI	BS_4CP4T22V	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	200859679	200861466	200859679	200859746	200861237	200861466	NA	NA	NA	NA	NA	NA	303	73	NA	NA	300	150	NA	NA	0.675	NA	NA
SE	BS_4CP4T22V	NA	ENSG00000013441.17	CLK1	chr2	-	200855003	200855086	NA	NA	NA	NA	NA	NA	200854615	200854695	200856681	200856811	NA	NA	NA	NA	NA	NA	458	0	NA	NA	233	150	NA	NA	1	NA	NA
SE	BS_4CP4T22V	NA	ENSG00000013441.17	CLK1	chr2	-	200856681	200856811	NA	NA	NA	NA	NA	NA	200854615	200854695	200856890	200856985	NA	NA	NA	NA	NA	NA	383	2	NA	NA	280	150	NA	NA	0.99	NA	NA
SE	BS_4CP4T22V	NA	ENSG00000013441.17	CLK1	chr2	-	200857717	200857884	NA	NA	NA	NA	NA	NA	200856890	200856985	200857972	200858089	NA	NA	NA	NA	NA	NA	590	5	NA	NA	300	150	NA	NA	0.983	NA	NA
SE	BS_4CP4T22V	NA	ENSG00000013441.17	CLK1	chr2	-	200860124	200860215	NA	NA	NA	NA	NA	NA	200859679	200859746	200861237	200861466	NA	NA	NA	NA	NA	NA	215	73	NA	NA	241	150	NA	NA	0.647	NA	NA
SE	BS_4CP4T22V	NA	ENSG00000013441.17	CLK1	chr2	-	200861701	200861862	NA	NA	NA	NA	NA	NA	200859679	200861466	200864563	200864656	NA	NA	NA	NA	NA	NA	635	10	NA	NA	300	150	NA	NA	0.9690000000000001	NA	NA
RI	BS_YCREDZTJ	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	200856890	200857884	200856890	200856985	200857717	200857884	NA	NA	NA	NA	NA	NA	3	30	NA	NA	300	150	NA	NA	0.048	NA	NA
RI	BS_YCREDZTJ	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	200859679	200861466	200859679	200859746	200861237	200861466	NA	NA	NA	NA	NA	NA	41	20	NA	NA	300	150	NA	NA	0.506	NA	NA
SE	BS_YCREDZTJ	NA	ENSG00000013441.17	CLK1	chr2	-	200855003	200855086	NA	NA	NA	NA	NA	NA	200854615	200854695	200856681	200856811	NA	NA	NA	NA	NA	NA	116	0	NA	NA	233	150	NA	NA	1	NA	NA
SE	BS_YCREDZTJ	NA	ENSG00000013441.17	CLK1	chr2	-	200860124	200860215	NA	NA	NA	NA	NA	NA	200859679	200859746	200861237	200861466	NA	NA	NA	NA	NA	NA	72	20	NA	NA	241	150	NA	NA	0.691	NA	NA
SE	BS_YCREDZTJ	NA	ENSG00000013441.17	CLK1	chr2	-	200861701	200861862	NA	NA	NA	NA	NA	NA	200859679	200861466	200864563	200864656	NA	NA	NA	NA	NA	NA	446	2	NA	NA	300	150	NA	NA	0.991	NA	NA
A3SS	BS_VPMKHW9X	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	200856890	200857884	200856890	200856985	200857972	200858089	247	2	NA	NA	300	150	NA	NA	0.9840000000000001	NA	NA
RI	BS_VPMKHW9X	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	200856890	200857884	200856890	200856985	200857717	200857884	NA	NA	NA	NA	NA	NA	21	103	NA	NA	300	150	NA	NA	0.09300000000000001	NA	NA
RI	BS_VPMKHW9X	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	200859679	200861466	200859679	200859746	200861237	200861466	NA	NA	NA	NA	NA	NA	89	7	NA	NA	300	150	NA	NA	0.8640000000000001	NA	NA
SE	BS_VPMKHW9X	NA	ENSG00000013441.17	CLK1	chr2	-	200855003	200855086	NA	NA	NA	NA	NA	NA	200854615	200854695	200856681	200856811	NA	NA	NA	NA	NA	NA	348	0	NA	NA	233	150	NA	NA	1	NA	NA
SE	BS_VPMKHW9X	NA	ENSG00000013441.17	CLK1	chr2	-	200857717	200857884	NA	NA	NA	NA	NA	NA	200856890	200856985	200857972	200858089	NA	NA	NA	NA	NA	NA	333	2	NA	NA	300	150	NA	NA	0.988	NA	NA
SE	BS_VPMKHW9X	NA	ENSG00000013441.17	CLK1	chr2	-	200860124	200860215	NA	NA	NA	NA	NA	NA	200859679	200859746	200861237	200861466	NA	NA	NA	NA	NA	NA	389	7	NA	NA	241	150	NA	NA	0.972	NA	NA
SE	BS_VPMKHW9X	NA	ENSG00000013441.17	CLK1	chr2	-	200861701	200861862	NA	NA	NA	NA	NA	NA	200859679	200861466	200864563	200864656	NA	NA	NA	NA	NA	NA	538	0	NA	NA	300	150	NA	NA	1	NA	NA
RI	BS_9755PSCS	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	200856890	200857884	200856890	200856985	200857717	200857884	NA	NA	NA	NA	NA	NA	8	54	NA	NA	300	150	NA	NA	0.069	NA	NA
RI	BS_9755PSCS	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	200859679	200861466	200859679	200859746	200861237	200861466	NA	NA	NA	NA	NA	NA	55	14	NA	NA	300	150	NA	NA	0.6629999999999999	NA	NA
SE	BS_9755PSCS	NA	ENSG00000013441.17	CLK1	chr2	-	200855003	200855086	NA	NA	NA	NA	NA	NA	200854615	200854695	200856681	200856811	NA	NA	NA	NA	NA	NA	148	0	NA	NA	233	150	NA	NA	1	NA	NA
SE	BS_9755PSCS	NA	ENSG00000013441.17	CLK1	chr2	-	200860124	200860215	NA	NA	NA	NA	NA	NA	200859679	200859746	200861237	200861466	NA	NA	NA	NA	NA	NA	106	14	NA	NA	241	150	NA	NA	0.825	NA	NA
SE	BS_9755PSCS	NA	ENSG00000013441.17	CLK1	chr2	-	200861701	200861862	NA	NA	NA	NA	NA	NA	200859679	200861466	200864563	200864656	NA	NA	NA	NA	NA	NA	226	2	NA	NA	300	150	NA	NA	0.983	NA	NA
RI	BS_S7CZY2CH	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	200856890	200857884	200856890	200856985	200857717	200857884	NA	NA	NA	NA	NA	NA	16	32	NA	NA	300	150	NA	NA	0.2	NA	NA
RI	BS_S7CZY2CH	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	200859679	200861466	200859679	200859746	200861237	200861466	NA	NA	NA	NA	NA	NA	77	19	NA	NA	300	150	NA	NA	0.67	NA	NA
SE	BS_S7CZY2CH	NA	ENSG00000013441.17	CLK1	chr2	-	200855003	200855086	NA	NA	NA	NA	NA	NA	200854615	200854695	200856681	200856811	NA	NA	NA	NA	NA	NA	179	0	NA	NA	233	150	NA	NA	1	NA	NA
SE	BS_S7CZY2CH	NA	ENSG00000013441.17	CLK1	chr2	-	200860124	200860215	NA	NA	NA	NA	NA	NA	200859679	200859746	200861237	200861466	NA	NA	NA	NA	NA	NA	275	19	NA	NA	241	150	NA	NA	0.9	NA	NA
SE	BS_S7CZY2CH	NA	ENSG00000013441.17	CLK1	chr2	-	200861701	200861862	NA	NA	NA	NA	NA	NA	200859679	200861466	200864563	200864656	NA	NA	NA	NA	NA	NA	419	0	NA	NA	300	150	NA	NA	1	NA	NA
A3SS	BS_PNYN0AYD	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	200856890	200857884	200856890	200856985	200857972	200858089	385	7	NA	NA	300	150	NA	NA	0.965	NA	NA
A5SS	BS_PNYN0AYD	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	200856890	200857884	200857717	200857884	200856681	200856811	281	4	NA	NA	300	150	NA	NA	0.972	NA	NA
MXE	BS_PNYN0AYD	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	200856890	200856985	200857717	200857884	NA	NA	200856681	200856811	200857972	200858089	NA	NA	NA	NA	NA	NA	366	185	NA	NA	300	245	NA	NA	0.618	NA	NA
RI	BS_PNYN0AYD	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	200856890	200857884	200856890	200856985	200857717	200857884	NA	NA	NA	NA	NA	NA	46	189	NA	NA	300	150	NA	NA	0.10800000000000001	NA	NA
RI	BS_PNYN0AYD	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	200859679	200861466	200859679	200859746	200861237	200861466	NA	NA	NA	NA	NA	NA	74	179	NA	NA	300	150	NA	NA	0.171	NA	NA
SE	BS_PNYN0AYD	NA	ENSG00000013441.17	CLK1	chr2	-	200855003	200855086	NA	NA	NA	NA	NA	NA	200854615	200854695	200856681	200856811	NA	NA	NA	NA	NA	NA	381	0	NA	NA	233	150	NA	NA	1	NA	NA
SE	BS_PNYN0AYD	NA	ENSG00000013441.17	CLK1	chr2	-	200856890	200856985	NA	NA	NA	NA	NA	NA	200856681	200856811	200857717	200857884	NA	NA	NA	NA	NA	NA	367	4	NA	NA	245	150	NA	NA	0.983	NA	NA
SE	BS_PNYN0AYD	NA	ENSG00000013441.17	CLK1	chr2	-	200857717	200857884	NA	NA	NA	NA	NA	NA	200856890	200856985	200857972	200858089	NA	NA	NA	NA	NA	NA	551	7	NA	NA	300	150	NA	NA	0.975	NA	NA
SE	BS_PNYN0AYD	NA	ENSG00000013441.17	CLK1	chr2	-	200860124	200860215	NA	NA	NA	NA	NA	NA	200859679	200859746	200861237	200861466	NA	NA	NA	NA	NA	NA	285	179	NA	NA	241	150	NA	NA	0.498	NA	NA
SE	BS_PNYN0AYD	NA	ENSG00000013441.17	CLK1	chr2	-	200861701	200861862	NA	NA	NA	NA	NA	NA	200859679	200861466	200864563	200864656	NA	NA	NA	NA	NA	NA	638	9	NA	NA	300	150	NA	NA	0.973	NA	NA
MXE	BS_P4NX9MPA	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	200854615	200854695	200855003	200855086	NA	NA	200853902	200853993	200856681	200856811	NA	NA	NA	NA	NA	NA	104	118	NA	NA	233	230	NA	NA	0.465	NA	NA
RI	BS_P4NX9MPA	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	200856890	200857884	200856890	200856985	200857717	200857884	NA	NA	NA	NA	NA	NA	19	115	NA	NA	300	150	NA	NA	0.076	NA	NA
RI	BS_P4NX9MPA	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	200859679	200861466	200859679	200859746	200861237	200861466	NA	NA	NA	NA	NA	NA	94	47	NA	NA	300	150	NA	NA	0.5	NA	NA
SE	BS_P4NX9MPA	NA	ENSG00000013441.17	CLK1	chr2	-	200854615	200854695	NA	NA	NA	NA	NA	NA	200853902	200853993	200855003	200855086	NA	NA	NA	NA	NA	NA	311	3	NA	NA	230	150	NA	NA	0.985	NA	NA
SE	BS_P4NX9MPA	NA	ENSG00000013441.17	CLK1	chr2	-	200855003	200855086	NA	NA	NA	NA	NA	NA	200854615	200854695	200856681	200856811	NA	NA	NA	NA	NA	NA	295	0	NA	NA	233	150	NA	NA	1	NA	NA
SE	BS_P4NX9MPA	NA	ENSG00000013441.17	CLK1	chr2	-	200860124	200860215	NA	NA	NA	NA	NA	NA	200859679	200859746	200861237	200861466	NA	NA	NA	NA	NA	NA	233	47	NA	NA	241	150	NA	NA	0.755	NA	NA
SE	BS_P4NX9MPA	NA	ENSG00000013441.17	CLK1	chr2	-	200861701	200861862	NA	NA	NA	NA	NA	NA	200859679	200861466	200864563	200864656	NA	NA	NA	NA	NA	NA	449	3	NA	NA	300	150	NA	NA	0.987	NA	NA
A3SS	BS_W9AT0MR7	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	200856890	200857884	200856890	200856985	200857972	200858089	441	12	NA	NA	300	150	NA	NA	0.948	NA	NA
RI	BS_W9AT0MR7	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	200856890	200857884	200856890	200856985	200857717	200857884	NA	NA	NA	NA	NA	NA	91	259	NA	NA	300	150	NA	NA	0.149	NA	NA
RI	BS_W9AT0MR7	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	200859679	200861466	200859679	200859746	200861237	200861466	NA	NA	NA	NA	NA	NA	213	41	NA	NA	300	150	NA	NA	0.722	NA	NA
SE	BS_W9AT0MR7	NA	ENSG00000013441.17	CLK1	chr2	-	200855003	200855086	NA	NA	NA	NA	NA	NA	200854615	200854695	200856681	200856811	NA	NA	NA	NA	NA	NA	522	0	NA	NA	233	150	NA	NA	1	NA	NA
SE	BS_W9AT0MR7	NA	ENSG00000013441.17	CLK1	chr2	-	200856890	200856985	NA	NA	NA	NA	NA	NA	200856681	200856811	200859679	200859746	NA	NA	NA	NA	NA	NA	310	2	NA	NA	245	150	NA	NA	0.99	NA	NA
SE	BS_W9AT0MR7	NA	ENSG00000013441.17	CLK1	chr2	-	200857717	200857884	NA	NA	NA	NA	NA	NA	200856890	200856985	200857972	200858089	NA	NA	NA	NA	NA	NA	655	12	NA	NA	300	150	NA	NA	0.965	NA	NA
SE	BS_W9AT0MR7	NA	ENSG00000013441.17	CLK1	chr2	-	200857972	200858089	NA	NA	NA	NA	NA	NA	200856890	200856985	200859679	200859746	NA	NA	NA	NA	NA	NA	372	2	NA	NA	267	150	NA	NA	0.991	NA	NA
SE	BS_W9AT0MR7	NA	ENSG00000013441.17	CLK1	chr2	-	200860124	200860215	NA	NA	NA	NA	NA	NA	200859679	200859746	200861237	200861466	NA	NA	NA	NA	NA	NA	433	41	NA	NA	241	150	NA	NA	0.868	NA	NA
SE	BS_W9AT0MR7	NA	ENSG00000013441.17	CLK1	chr2	-	200861701	200861862	NA	NA	NA	NA	NA	NA	200859679	200861466	200864100	200864252	NA	NA	NA	NA	NA	NA	403	2	NA	NA	300	150	NA	NA	0.99	NA	NA
SE	BS_W9AT0MR7	NA	ENSG00000013441.17	CLK1	chr2	-	200861701	200861862	NA	NA	NA	NA	NA	NA	200859679	200861466	200864563	200864656	NA	NA	NA	NA	NA	NA	805	2	NA	NA	300	150	NA	NA	0.995	NA	NA
A3SS	BS_9NZ2D6AD	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	200856890	200857884	200856890	200856985	200857972	200858089	354	6	NA	NA	300	150	NA	NA	0.9670000000000001	NA	NA
RI	BS_9NZ2D6AD	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	200856890	200857884	200856890	200856985	200857717	200857884	NA	NA	NA	NA	NA	NA	60	264	NA	NA	300	150	NA	NA	0.102	NA	NA
RI	BS_9NZ2D6AD	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	200859679	200861466	200859679	200859746	200861237	200861466	NA	NA	NA	NA	NA	NA	188	70	NA	NA	300	150	NA	NA	0.573	NA	NA
SE	BS_9NZ2D6AD	NA	ENSG00000013441.17	CLK1	chr2	-	200855003	200855086	NA	NA	NA	NA	NA	NA	200854615	200854695	200856681	200856811	NA	NA	NA	NA	NA	NA	480	1	NA	NA	233	150	NA	NA	0.997	NA	NA
SE	BS_9NZ2D6AD	NA	ENSG00000013441.17	CLK1	chr2	-	200857717	200857884	NA	NA	NA	NA	NA	NA	200856890	200856985	200857972	200858089	NA	NA	NA	NA	NA	NA	591	6	NA	NA	300	150	NA	NA	0.98	NA	NA
SE	BS_9NZ2D6AD	NA	ENSG00000013441.17	CLK1	chr2	-	200857972	200858089	NA	NA	NA	NA	NA	NA	200856890	200856985	200859679	200859746	NA	NA	NA	NA	NA	NA	338	3	NA	NA	267	150	NA	NA	0.9840000000000001	NA	NA
SE	BS_9NZ2D6AD	NA	ENSG00000013441.17	CLK1	chr2	-	200860124	200860215	NA	NA	NA	NA	NA	NA	200859679	200859746	200861237	200861466	NA	NA	NA	NA	NA	NA	359	70	NA	NA	241	150	NA	NA	0.7609999999999999	NA	NA
SE	BS_9NZ2D6AD	NA	ENSG00000013441.17	CLK1	chr2	-	200861701	200861862	NA	NA	NA	NA	NA	NA	200859679	200861466	200864563	200864656	NA	NA	NA	NA	NA	NA	684	3	NA	NA	300	150	NA	NA	0.991	NA	NA
A3SS	BS_X9EGD530	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	200856890	200857884	200856890	200856985	200857972	200858089	249	10	NA	NA	300	150	NA	NA	0.9259999999999999	NA	NA
RI	BS_X9EGD530	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	200856890	200857884	200856890	200856985	200857717	200857884	NA	NA	NA	NA	NA	NA	24	23	NA	NA	300	150	NA	NA	0.34299999999999997	NA	NA
RI	BS_X9EGD530	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	200859679	200861466	200859679	200859746	200861237	200861466	NA	NA	NA	NA	NA	NA	91	38	NA	NA	300	150	NA	NA	0.545	NA	NA
SE	BS_X9EGD530	NA	ENSG00000013441.17	CLK1	chr2	-	200855003	200855086	NA	NA	NA	NA	NA	NA	200854615	200854695	200856681	200856811	NA	NA	NA	NA	NA	NA	236	0	NA	NA	233	150	NA	NA	1	NA	NA
SE	BS_X9EGD530	NA	ENSG00000013441.17	CLK1	chr2	-	200857717	200857884	NA	NA	NA	NA	NA	NA	200856890	200856985	200857972	200858089	NA	NA	NA	NA	NA	NA	253	10	NA	NA	300	150	NA	NA	0.927	NA	NA
SE	BS_X9EGD530	NA	ENSG00000013441.17	CLK1	chr2	-	200860124	200860215	NA	NA	NA	NA	NA	NA	200859679	200859746	200861237	200861466	NA	NA	NA	NA	NA	NA	267	38	NA	NA	241	150	NA	NA	0.8140000000000001	NA	NA
