gene	transcript	cell_lines	overall_direction	myeloid_direction	myeloid_corr	myeloid_pval	myeloid_n	cns_direction	cns_corr	cns_pval	cns_n
GSE1	GSE1 (ENST00000495192)	Myeloid	positive	positive	0.424386711220636	0.011056674727227916	72	not_significant	NA	NA	NA
GSE1	GSE1 (ENST00000496345)	Myeloid	positive	positive	0.45113130054058775	0.006527872056971428	72	not_significant	NA	NA	NA
GSE1	GSE1 (ENST00000562659)	Myeloid	positive	positive	0.44277221891620694	0.007730790123027837	72	not_significant	NA	NA	NA
GSEC	GSEC (ENST00000629441)	Myeloid	negative	negative	-0.42603503295218015	0.010715899225379742	72	not_significant	NA	NA	NA
GSK3A	GSK3A (ENST00000676603)	Myeloid	positive	positive	0.3552032703823909	0.03626694619008038	72	not_significant	NA	NA	NA
GSK3A	GSK3A (ENST00000677025)	Myeloid	negative	negative	-0.33713354118612404	0.047649352396286204	72	not_significant	NA	NA	NA
GSK3A	GSK3A (ENST00000678258)	Myeloid	negative	negative	-0.37284410685897923	0.027391497235983164	72	not_significant	NA	NA	NA
GSK3B	GSK3B (ENST00000676722)	Myeloid	positive	positive	0.4773389870223512	0.0037365230055489184	72	not_significant	NA	NA	NA
GSK3B	GSK3B (ENST00000676890)	Myeloid	positive	positive	0.46925546868547935	0.004458666607520194	72	not_significant	NA	NA	NA
GSK3B	GSK3B (ENST00000677034)	Myeloid	positive	positive	0.3376549287882791	0.04728497974205	72	not_significant	NA	NA	NA
GSK3B	GSK3B (ENST00000677169)	Myeloid	positive	positive	0.3635771262492928	0.03179994006890023	72	not_significant	NA	NA	NA
GSK3B	GSK3B (ENST00000677995)	Myeloid	negative	negative	-0.3517914025920774	0.0382273826978079	72	not_significant	NA	NA	NA
GSK3B	GSK3B (ENST00000679206)	Myeloid	positive	positive	0.3376549287882792	0.04728497974204992	72	not_significant	NA	NA	NA
GSKIP	GSKIP (ENST00000556095)	Myeloid	positive	positive	0.39975636095270095	0.017347432702428358	72	not_significant	NA	NA	NA
GSPT1	GSPT1 (ENST00000434724)	Myeloid	positive	positive	0.34097450455219264	0.04501716731250791	72	not_significant	NA	NA	NA
GSPT1	GSPT1 (ENST00000563468)	Myeloid	positive	positive	0.4074860582082611	0.015112710536865566	72	not_significant	NA	NA	NA
GSPT1	GSPT1 (ENST00000565267)	Myeloid	positive	positive	0.470075892633675	0.00438025909709678	72	not_significant	NA	NA	NA
GSPT1	GSPT1 (ENST00000567631)	Myeloid	positive	positive	0.36686338469461366	0.030174642095229878	72	not_significant	NA	NA	NA
GSTA1	GSTA1 (ENST00000493331)	Myeloid	positive	positive	0.4466130771877271	0.007156426590131814	72	not_significant	NA	NA	NA
GSTA4	GSTA4 (ENST00000370959)	Myeloid	positive	positive	0.3491225677763624	0.039820022188659536	72	not_significant	NA	NA	NA
GSTZ1	GSTZ1 (ENST00000555583)	Myeloid	negative	negative	-0.388212743686629	0.02119448282015068	72	not_significant	NA	NA	NA
GTF2A1	GTF2A1 (ENST00000553612)	Myeloid	positive	positive	0.3880584923428229	0.021250328044423693	72	not_significant	NA	NA	NA
GTF2B	GTF2B (ENST00000370500)	Myeloid	positive	positive	0.3402418462097811	0.04551001635548371	72	not_significant	NA	NA	NA
GTF2E2	GTF2E2 (ENST00000523499)	Myeloid	positive	positive	0.39540624232583826	0.018722219010725343	72	not_significant	NA	NA	NA
GTF2H1	GTF2H1 (ENST00000265963)	Myeloid	positive	positive	0.35769352008381783	0.03488828900355008	72	not_significant	NA	NA	NA
GTF2H1	GTF2H1 (ENST00000418116)	Myeloid	positive	positive	0.347671074814326	0.04070848770131615	72	not_significant	NA	NA	NA
GTF2H1	GTF2H1 (ENST00000453096)	Myeloid	positive	positive	0.34372950709051	0.04320218719676259	72	not_significant	NA	NA	NA
GTF2H1	GTF2H1 (ENST00000524753)	Myeloid	positive	positive	0.5281956972879743	0.0011087357621634294	72	not_significant	NA	NA	NA
GTF2H1	GTF2H1 (ENST00000526461)	Myeloid	positive	positive	0.35996954156469574	0.03366584150085401	72	not_significant	NA	NA	NA
GTF2H1	GTF2H1 (ENST00000526630)	Myeloid	positive	positive	0.4084859679901825	0.014842133310981618	72	not_significant	NA	NA	NA
GTF2H1	GTF2H1 (ENST00000528427)	Myeloid	positive	positive	0.47406400780755464	0.004015854399099921	72	not_significant	NA	NA	NA
GTF2H1	GTF2H1 (ENST00000543932)	Myeloid	positive	positive	0.3623310371060837	0.03243463548085081	72	not_significant	NA	NA	NA
GTF2H1	GTF2H1 (ENST00000607664)	Myeloid	positive	positive	0.3756121406535165	0.026176828222115856	72	not_significant	NA	NA	NA
GTF2I	GTF2I (ENST00000464471)	Myeloid	positive	positive	0.3362792975882006	0.048251203055089086	72	not_significant	NA	NA	NA
GTF2I	GTF2I (ENST00000482232)	Myeloid	positive	positive	0.3610231695635218	0.03311188786924983	72	not_significant	NA	NA	NA
GTF2I	GTF2I (ENST00000614986)	Myeloid	positive	positive	0.3817641508858714	0.023635603532538435	72	not_significant	NA	NA	NA
GTF2I	GTF2I (ENST00000620879)	Myeloid	positive	positive	0.35049058669703	0.03899707511673539	72	not_significant	NA	NA	NA
GTF2I	GTF2I (ENST00000650807)	Myeloid	positive	positive	0.34671153753243217	0.04130457057177426	72	not_significant	NA	NA	NA
GTF2IP12	GTF2IP12 (ENST00000635323)	Myeloid	positive	positive	0.34130295089528945	0.04479762352375421	72	not_significant	NA	NA	NA
GTF2IP12	GTF2IP12 (ENST00000652173)	Myeloid	positive	positive	0.37062753847134244	0.028397266339787022	72	not_significant	NA	NA	NA
GTF3AP5	GTF3AP5 (ENST00000442645)	Myeloid	positive	positive	0.3376549287882788	0.04728497974205014	72	not_significant	NA	NA	NA
GTF3C2	GTF3C2 (ENST00000359541)	Myeloid	positive	positive	0.38583986405146065	0.022067172224060752	72	not_significant	NA	NA	NA
GTF3C2	GTF3C2 (ENST00000415683)	Myeloid	positive	positive	0.3502884450139978	0.039117801076743335	72	not_significant	NA	NA	NA
GTF3C2	GTF3C2 (ENST00000423998)	Myeloid	positive	positive	0.5006079540014349	0.002192925713611753	72	not_significant	NA	NA	NA
GTF3C2	GTF3C2 (ENST00000484680)	Myeloid	positive	positive	0.3425474945900296	0.04397353176948716	72	not_significant	NA	NA	NA
GTF3C2	GTF3C2 (ENST00000493511)	Myeloid	positive	positive	0.5021518853974497	0.002113933055963804	72	not_significant	NA	NA	NA
GTF3C2-AS1	GTF3C2-AS1 (ENST00000655380)	Myeloid	positive	positive	0.40247654918765613	0.016531439652953936	72	not_significant	NA	NA	NA
GTF3C3	GTF3C3 (ENST00000466862)	Myeloid	positive	positive	0.3404516077441822	0.0453684718579902	72	not_significant	NA	NA	NA
GTPBP1	GTPBP1 (ENST00000460605)	Myeloid	positive	positive	0.36036186769198975	0.03345869639417778	72	not_significant	NA	NA	NA
GTPBP3	GTPBP3 (ENST00000601213)	Myeloid	positive	positive	0.34671182239105985	0.04130439257203405	72	not_significant	NA	NA	NA
GTPBP4	GTPBP4 (ENST00000360803)	Myeloid	positive	positive	0.3562241517811073	0.035696504234881986	72	not_significant	NA	NA	NA
GTPBP8	GTPBP8 (ENST00000383677)	Myeloid	positive	positive	0.38578369318803823	0.022088186158599594	72	not_significant	NA	NA	NA
GTPBP8	GTPBP8 (ENST00000383678)	Myeloid	positive	positive	0.3346196265234753	0.049437911176446386	72	not_significant	NA	NA	NA
GTPBP8	GTPBP8 (ENST00000473129)	Myeloid	positive	positive	0.5701121160814637	3.497540596223336e-4	72	not_significant	NA	NA	NA
GTSE1	GTSE1 (ENST00000454366)	Myeloid	positive	positive	0.3566838095922923	0.035442052782884065	72	not_significant	NA	NA	NA
GTSF1	GTSF1 (ENST00000546739)	Myeloid	positive	positive	0.36965716815587285	0.028847017864338662	72	not_significant	NA	NA	NA
GTSF1	GTSF1 (ENST00000552336)	Myeloid	positive	positive	0.3392920162013565	0.04615539720179515	72	not_significant	NA	NA	NA
GUCA1A	GUCA1A (ENST00000679182)	Myeloid	positive	positive	0.4357332715604182	0.008885930784578404	72	not_significant	NA	NA	NA
GUCD1	GUCD1 (ENST00000398245)	Myeloid	negative	negative	-0.3975372464335376	0.01803780905152624	72	not_significant	NA	NA	NA
GUCD1	GUCD1 (ENST00000621833)	Myeloid	positive	positive	0.3879915099880585	0.02127461638621915	72	not_significant	NA	NA	NA
GUCY2GP	GUCY2GP (ENST00000490269)	Myeloid	positive	positive	0.355381456749881	0.036166850137260675	72	not_significant	NA	NA	NA
GUK1	GUK1 (ENST00000465025)	Myeloid	positive	positive	0.40073505512245244	0.01705005366355882	72	not_significant	NA	NA	NA
GVINP1	GVINP1 (ENST00000526769)	Myeloid	positive	positive	0.3587455640155366	0.03431882167244533	72	not_significant	NA	NA	NA
GVQW3	GVQW3 (ENST00000534586)	Myeloid	positive	positive	0.3376549287882789	0.04728497974205007	72	not_significant	NA	NA	NA
GVQW3	GVQW3 (ENST00000607673)	Myeloid	positive	positive	0.3603318638824941	0.03347450136908317	72	not_significant	NA	NA	NA
GVQW3	GVQW3 (ENST00000663165)	Myeloid	positive	positive	0.4219010529618951	0.011587894433946271	72	not_significant	NA	NA	NA
GXYLT1	GXYLT1 (ENST00000398675)	Myeloid	positive	positive	0.36678713421827175	0.03021156679269795	72	not_significant	NA	NA	NA
GYG1	GYG1 (ENST00000345003)	Myeloid	negative	negative	-0.4270672420375928	0.010507065467255348	72	not_significant	NA	NA	NA
GYG1	GYG1 (ENST00000484197)	Myeloid	negative	negative	-0.3934565900619705	0.019367224223089067	72	not_significant	NA	NA	NA
GYG1	GYG1 (ENST00000627418)	Myeloid	negative	negative	-0.34467863224999734	0.042590740813207344	72	not_significant	NA	NA	NA
GYG1P1	GYG1P1 (ENST00000460864)	Myeloid	positive	positive	0.35886916061486285	0.03425241932036223	72	not_significant	NA	NA	NA
GZMB	GZMB (ENST00000216341)	Myeloid	positive	positive	0.4653858595398903	0.004845042075150614	72	not_significant	NA	NA	NA
GZMB	GZMB (ENST00000382540)	Myeloid	positive	positive	0.40473580552048205	0.015878378081416518	72	not_significant	NA	NA	NA
GZMM	GZMM (ENST00000264553)	Myeloid	positive	positive	0.39637546417660097	0.018408298354071827	72	not_significant	NA	NA	NA
H19	H19 (ENST00000431095)	Myeloid	positive	positive	0.38439164480953597	0.022614287161701548	72	not_significant	NA	NA	NA
H19	H19 (ENST00000436715)	Myeloid	positive	positive	0.4334831624208501	0.009284877279419226	72	not_significant	NA	NA	NA
H2AC10P	H2AC10P (ENST00000635537)	Myeloid	positive	positive	0.39202878917444556	0.019851237505924397	72	not_significant	NA	NA	NA
H2AC15	H2AC15 (ENST00000618958)	Myeloid	positive	positive	0.3384585407113393	0.04672775292519065	72	not_significant	NA	NA	NA
H2AL1RP	H2AL1RP (ENST00000448797)	Myeloid	positive	positive	0.44483545413851727	0.007417544406494472	72	not_significant	NA	NA	NA
H2AZ2	H2AZ2 (ENST00000222690)	Myeloid	positive	positive	0.5690302488925716	3.610304592751846e-4	72	not_significant	NA	NA	NA
H2AZ2	H2AZ2 (ENST00000308153)	Myeloid	positive	positive	0.39548535524643585	0.018696428959233638	72	not_significant	NA	NA	NA
H2AZP1	H2AZP1 (ENST00000416034)	Myeloid	positive	positive	0.3637010205291681	0.0317373933802269	72	not_significant	NA	NA	NA
H2AZP6	H2AZP6 (ENST00000444403)	Myeloid	positive	positive	0.5632755519208739	4.266336195820214e-4	72	not_significant	NA	NA	NA
H2BC10	H2BC10 (ENST00000377733)	Myeloid	positive	positive	0.34042206225475186	0.0453883873570515	72	not_significant	NA	NA	NA
H2BC18	H2BC18 (ENST00000369167)	Myeloid	positive	positive	0.3546209669271454	0.03659562571208218	72	not_significant	NA	NA	NA
H2BC19P	H2BC19P (ENST00000369385)	Myeloid	negative	negative	-0.3962287899211331	0.01845552059383379	72	not_significant	NA	NA	NA
H2BC6	H2BC6 (ENST00000614097)	Myeloid	positive	positive	0.36990238515544843	0.028732815272199532	72	not_significant	NA	NA	NA
H2BC8	H2BC8 (ENST00000541790)	Myeloid	positive	positive	0.37325068607179984	0.027210231090376284	72	not_significant	NA	NA	NA
H2BC9	H2BC9 (ENST00000619466)	Myeloid	positive	positive	0.3569415442612374	0.03530002620638273	72	not_significant	NA	NA	NA
H2BU2P	H2BU2P (ENST00000436555)	Myeloid	positive	positive	0.44077823322515214	0.008044190482838113	72	not_significant	NA	NA	NA
H2BW2	H2BW2 (ENST00000675318)	Myeloid	positive	positive	0.3684002409443242	0.029438259003787826	72	not_significant	NA	NA	NA
H3-3A	H3-3A (ENST00000366813)	Myeloid	positive	positive	0.36801763137296395	0.02962019350514861	72	not_significant	NA	NA	NA
H3-3A	H3-3A (ENST00000366814)	Myeloid	positive	positive	0.3520774415432273	0.03805979630242237	72	not_significant	NA	NA	NA
H3-3A	H3-3A (ENST00000653960)	Myeloid	positive	positive	0.34225227153048876	0.044167905049903436	72	not_significant	NA	NA	NA
H3C12	H3C12 (ENST00000359303)	Myeloid	positive	positive	0.3809568234635562	0.023956970637106095	72	not_significant	NA	NA	NA
H3C7	H3C7 (ENST00000618052)	Myeloid	positive	positive	0.3707754632746573	0.028329214161215754	72	not_significant	NA	NA	NA
H3P33	H3P33 (ENST00000530297)	Myeloid	positive	positive	0.3452296173135852	0.04223899801043062	72	not_significant	NA	NA	NA
H4-16	H4-16 (ENST00000358064)	Myeloid	positive	positive	0.4679990825603916	0.004581087861342974	72	not_significant	NA	NA	NA
HAAO	HAAO (ENST00000294973)	Myeloid	negative	negative	-0.3439683803779238	0.04304763806914113	72	not_significant	NA	NA	NA
HAAO	HAAO (ENST00000406007)	Myeloid	negative	negative	-0.36632874340652355	0.030434325908121614	72	not_significant	NA	NA	NA
HACD3	HACD3 (ENST00000561763)	Myeloid	positive	positive	0.43086195617798045	0.009768734444038033	72	not_significant	NA	NA	NA
HACD3	HACD3 (ENST00000565299)	Myeloid	negative	negative	-0.34387096742048096	0.04311060959704436	72	not_significant	NA	NA	NA
HACD3	HACD3 (ENST00000624437)	Myeloid	positive	positive	0.41259450297018174	0.013772673499724193	72	not_significant	NA	NA	NA
HADHA	HADHA (ENST00000471743)	Myeloid	positive	positive	0.3500667388621335	0.039250559394987256	72	not_significant	NA	NA	NA
HAGHL	HAGHL (ENST00000389701)	Myeloid	negative	negative	-0.40773815198370233	0.01504410615408316	72	not_significant	NA	NA	NA
HAGLR	HAGLR (ENST00000436126)	Myeloid	positive	positive	0.337654928788279	0.04728497974205	72	not_significant	NA	NA	NA
HAP1	HAP1 (ENST00000458656)	Myeloid	positive	positive	0.3958697401415045	0.018571544497131196	72	not_significant	NA	NA	NA
HAPLN2	HAPLN2 (ENST00000456112)	Myeloid	positive	positive	0.4078519295682687	0.015013228665119144	72	not_significant	NA	NA	NA
HARBI1	HARBI1 (ENST00000532281)	Myeloid	positive	positive	0.4431731918137756	0.007669044054411757	72	not_significant	NA	NA	NA
HARS1	HARS1 (ENST00000457527)	Myeloid	positive	positive	0.33567413553830766	0.048681238039999866	72	not_significant	NA	NA	NA
HARS1	HARS1 (ENST00000504156)	Myeloid	positive	positive	0.37386975978011844	0.026936124356669703	72	not_significant	NA	NA	NA
HARS1	HARS1 (ENST00000675827)	Myeloid	positive	positive	0.37883260585315903	0.024819838700100825	72	not_significant	NA	NA	NA
HARS1	HARS1 (ENST00000675967)	Myeloid	positive	positive	0.36291248368976986	0.03213720015202646	72	not_significant	NA	NA	NA
HARS2	HARS2 (ENST00000503873)	Myeloid	negative	negative	-0.3499886262973953	0.03929742023975043	72	not_significant	NA	NA	NA
HAS1	HAS1 (ENST00000222115)	Myeloid	positive	positive	0.3577477667120392	0.03485873861837163	72	not_significant	NA	NA	NA
HAS1	HAS1 (ENST00000601667)	Myeloid	positive	positive	0.4370675234317531	0.008656332601855693	72	not_significant	NA	NA	NA
HAS1	HAS1 (ENST00000601714)	Myeloid	positive	positive	0.4156186049609935	0.013027603898845951	72	not_significant	NA	NA	NA
HASPIN	HASPIN (ENST00000325418)	Myeloid	positive	positive	0.353537753047525	0.037213478295152605	72	not_significant	NA	NA	NA
HAUS1	HAUS1 (ENST00000585518)	Myeloid	positive	positive	0.3950789327071123	0.018829234299545954	72	not_significant	NA	NA	NA
HAUS3	HAUS3 (ENST00000243706)	Myeloid	positive	positive	0.34691903412413533	0.04117507609564907	72	not_significant	NA	NA	NA
HAUS8	HAUS8 (ENST00000593360)	Myeloid	positive	positive	0.3474892027104348	0.0408209329455464	72	not_significant	NA	NA	NA
HAX1	HAX1 (ENST00000447768)	Myeloid	negative	negative	-0.440548629803214	0.008080964414793182	72	not_significant	NA	NA	NA
HBP1	HBP1 (ENST00000478930)	Myeloid	positive	positive	0.3469067928161554	0.041182706538696705	72	not_significant	NA	NA	NA
HBP1	HBP1 (ENST00000497535)	Myeloid	positive	positive	0.3964849291324307	0.01837312150268035	72	not_significant	NA	NA	NA
HBS1L	HBS1L (ENST00000367822)	Myeloid	positive	positive	0.4066675125899643	0.015337281897276643	72	not_significant	NA	NA	NA
HCAR1	HCAR1 (ENST00000432564)	Myeloid	positive	positive	0.42564881937221355	0.010794936108209566	72	not_significant	NA	NA	NA
HCCS	HCCS (ENST00000380762)	Myeloid	positive	positive	0.3459197261325298	0.041801749447487574	72	not_significant	NA	NA	NA
HCFC1	HCFC1 (ENST00000369984)	Myeloid	positive	positive	0.39831282842051524	0.01779396008971529	72	not_significant	NA	NA	NA
HCFC1-AS1	HCFC1-AS1 (ENST00000438219)	Myeloid	positive	positive	0.3832597658236023	0.023049676550739567	72	not_significant	NA	NA	NA
HCFC1R1	HCFC1R1 (ENST00000248089)	Myeloid	negative	negative	-0.4938388980297849	0.0025704823079719837	72	not_significant	NA	NA	NA
HCFC1R1	HCFC1R1 (ENST00000573842)	Myeloid	negative	negative	-0.3940987588930286	0.019152761412002124	72	not_significant	NA	NA	NA
HCG18	HCG18 (ENST00000602319)	Myeloid	positive	positive	0.3648018873350217	0.031186037755566484	72	not_significant	NA	NA	NA
HCG18	HCG18 (ENST00000656629)	Myeloid	positive	positive	0.337654928788279	0.04728497974205	72	not_significant	NA	NA	NA
HCG18	HCG18 (ENST00000659563)	Myeloid	positive	positive	0.34471624034358933	0.04256665736729423	72	not_significant	NA	NA	NA
HCG18	HCG18 (ENST00000666294)	Myeloid	positive	positive	0.3621103839470408	0.03254809605923827	72	not_significant	NA	NA	NA
HCG18	HCG18 (ENST00000668974)	Myeloid	positive	positive	0.3448094185471532	0.0425070352734759	72	not_significant	NA	NA	NA
HCK	HCK (ENST00000262651)	Myeloid	negative	negative	-0.37687854788358727	0.02563609314002216	72	not_significant	NA	NA	NA
HCK	HCK (ENST00000375852)	Myeloid	negative	negative	-0.3808336933693977	0.02400630018533093	72	not_significant	NA	NA	NA
HCK	HCK (ENST00000520553)	Myeloid	negative	negative	-0.3808336933693977	0.02400630018533093	72	not_significant	NA	NA	NA
HCN1	HCN1 (ENST00000634658)	Myeloid	positive	positive	0.3728359823074003	0.027395129520366823	72	not_significant	NA	NA	NA
HCP5	HCP5 (ENST00000467369)	Myeloid	positive	positive	0.3464611211826243	0.04146128814480631	72	not_significant	NA	NA	NA
HCP5	HCP5 (ENST00000674016)	Myeloid	positive	positive	0.3752833277343706	0.026318752342274248	72	not_significant	NA	NA	NA
HDAC11	HDAC11 (ENST00000522202)	Myeloid	positive	positive	0.38128508934341615	0.023825867050577695	72	not_significant	NA	NA	NA
HDAC2	HDAC2 (ENST00000425835)	Myeloid	positive	positive	0.33943644913971194	0.04605678837330335	72	not_significant	NA	NA	NA
HDAC2	HDAC2 (ENST00000518756)	Myeloid	positive	positive	0.35123099299275723	0.038557453129165274	72	not_significant	NA	NA	NA
HDAC2	HDAC2 (ENST00000519065)	Myeloid	positive	positive	0.4896457883064253	0.002831762226434465	72	not_significant	NA	NA	NA
HDAC2	HDAC2 (ENST00000520170)	Myeloid	positive	positive	0.3794077746311245	0.02458370759379785	72	not_significant	NA	NA	NA
HDAC2-AS2	HDAC2-AS2 (ENST00000520554)	Myeloid	positive	positive	0.3920059533065283	0.019859059729915456	72	not_significant	NA	NA	NA
HDAC3	HDAC3 (ENST00000492506)	Myeloid	positive	positive	0.3565429212807379	0.03551988661034465	72	not_significant	NA	NA	NA
HDAC3	HDAC3 (ENST00000523088)	Myeloid	positive	positive	0.35956459862238976	0.03388074366312355	72	not_significant	NA	NA	NA
HDAC4	HDAC4 (ENST00000493582)	Myeloid	positive	positive	0.3748977491686916	0.0264859848799425	72	not_significant	NA	NA	NA
HDAC4	HDAC4 (ENST00000495497)	Myeloid	positive	positive	0.41646534310292904	0.012825183501714535	72	not_significant	NA	NA	NA
HDAC5	HDAC5 (ENST00000588703)	Myeloid	negative	negative	-0.4047215572325163	0.015882427894027315	72	not_significant	NA	NA	NA
HDAC5	HDAC5 (ENST00000682912)	Myeloid	negative	negative	-0.4238873988043586	0.011161696651827683	72	not_significant	NA	NA	NA
HDAC6	HDAC6 (ENST00000462730)	Myeloid	positive	positive	0.6714119299098867	1.0092384901424094e-5	72	not_significant	NA	NA	NA
HDAC6	HDAC6 (ENST00000465457)	Myeloid	positive	positive	0.43260726098672525	0.009444242899241725	72	not_significant	NA	NA	NA
HDAC6	HDAC6 (ENST00000488543)	Myeloid	positive	positive	0.4064486408516094	0.015397802549007666	72	not_significant	NA	NA	NA
HDAC6	HDAC6 (ENST00000489053)	Myeloid	positive	positive	0.3495142227278811	0.03958299542782781	72	not_significant	NA	NA	NA
HDAC6	HDAC6 (ENST00000495515)	Myeloid	positive	positive	0.3948848406091641	0.018892934095758384	72	not_significant	NA	NA	NA
HDAC7	HDAC7 (ENST00000354334)	Myeloid	positive	positive	0.4428669558354714	0.007716163343721427	72	not_significant	NA	NA	NA
HDAC7	HDAC7 (ENST00000459625)	Myeloid	positive	positive	0.35989713403761764	0.03370418616906369	72	not_significant	NA	NA	NA
HDAC7	HDAC7 (ENST00000477203)	Myeloid	positive	positive	0.3609198999261271	0.03316585177951827	72	not_significant	NA	NA	NA
HDAC8	HDAC8 (ENST00000373560)	Myeloid	positive	positive	0.4973881953076935	0.00236599688781177	72	not_significant	NA	NA	NA
HDAC8	HDAC8 (ENST00000648158)	Myeloid	positive	positive	0.35535760411545303	0.036180236305061876	72	not_significant	NA	NA	NA
HDAC8	HDAC8 (ENST00000650076)	Myeloid	positive	positive	0.34801025776354383	0.04049945133931979	72	not_significant	NA	NA	NA
HDAC9	HDAC9 (ENST00000496026)	Myeloid	positive	positive	0.4004746097428576	0.017128771216023752	72	not_significant	NA	NA	NA
HDDC3	HDDC3 (ENST00000330334)	Myeloid	negative	negative	-0.3751316408235218	0.026384437658933998	72	not_significant	NA	NA	NA
HDGF	HDGF (ENST00000368206)	Myeloid	positive	positive	0.45598507970621266	0.005905959847658903	72	not_significant	NA	NA	NA
HDGFL3	HDGFL3 (ENST00000563404)	Myeloid	positive	positive	0.3992885195496179	0.017491112196473924	72	not_significant	NA	NA	NA
HDHD2	HDHD2 (ENST00000588940)	Myeloid	positive	positive	0.3932333888368115	0.019442232830485625	72	not_significant	NA	NA	NA
HDHD2	HDHD2 (ENST00000591671)	Myeloid	positive	positive	0.4008966452484776	0.017001366613706187	72	not_significant	NA	NA	NA
HDHD5-AS1	HDHD5-AS1 (ENST00000329743)	Myeloid	negative	negative	-0.39219465595361697	0.019794498237828355	72	not_significant	NA	NA	NA
HDLBP	HDLBP (ENST00000413241)	Myeloid	positive	positive	0.40288389149670123	0.016412059046876756	72	not_significant	NA	NA	NA
HDLBP	HDLBP (ENST00000476807)	Myeloid	positive	positive	0.40818513499340886	0.014923107806722557	72	not_significant	NA	NA	NA
HEATR3	HEATR3 (ENST00000561525)	Myeloid	positive	positive	0.37316075458313214	0.02725024020709811	72	not_significant	NA	NA	NA
HEATR3	HEATR3 (ENST00000569324)	Myeloid	positive	positive	0.35960855292788013	0.03385736326404618	72	not_significant	NA	NA	NA
HEATR5B	HEATR5B (ENST00000471051)	Myeloid	positive	positive	0.5044807956956353	0.0019994832441714958	72	not_significant	NA	NA	NA
HEATR6	HEATR6 (ENST00000613428)	Myeloid	positive	positive	0.3417865608881908	0.04447593154913771	72	not_significant	NA	NA	NA
HECTD1	HECTD1 (ENST00000553700)	Myeloid	positive	positive	0.34727696156499543	0.040952471501006296	72	not_significant	NA	NA	NA
HECTD1	HECTD1 (ENST00000553957)	Myeloid	positive	positive	0.4055393200103442	0.015651390700376012	72	not_significant	NA	NA	NA
HECTD1	HECTD1 (ENST00000554027)	Myeloid	positive	positive	0.396615050447849	0.018331379662963443	72	not_significant	NA	NA	NA
HECTD1	HECTD1 (ENST00000554882)	Myeloid	positive	positive	0.4027422266016106	0.01645349490307892	72	not_significant	NA	NA	NA
HECTD1	HECTD1 (ENST00000556281)	Myeloid	positive	positive	0.4758413007667264	0.003862102685420397	72	not_significant	NA	NA	NA
HECTD1	HECTD1 (ENST00000556474)	Myeloid	positive	positive	0.3477847882301241	0.0406383098896203	72	not_significant	NA	NA	NA
HECTD1	HECTD1 (ENST00000557695)	Myeloid	positive	positive	0.4524804803352585	0.00634961334886378	72	not_significant	NA	NA	NA
HECTD1	HECTD1 (ENST00000611816)	Myeloid	positive	positive	0.35122019218407746	0.03856383720538892	72	not_significant	NA	NA	NA
HECTD3	HECTD3 (ENST00000487488)	Myeloid	positive	positive	0.4052445724772797	0.015734336751938967	72	not_significant	NA	NA	NA
HECTD4	HECTD4 (ENST00000547085)	Myeloid	positive	positive	0.3617800169191158	0.03271857760183139	72	not_significant	NA	NA	NA
HECTD4	HECTD4 (ENST00000548140)	Myeloid	positive	positive	0.4212439131735005	0.011731888640083026	72	not_significant	NA	NA	NA
HELB	HELB (ENST00000247815)	Myeloid	positive	positive	0.41345185330108547	0.013557887037514831	72	not_significant	NA	NA	NA
HELLS	HELLS (ENST00000419900)	Myeloid	positive	positive	0.44082200077067246	0.008037196780687582	72	not_significant	NA	NA	NA
HERC1	HERC1 (ENST00000558324)	Myeloid	positive	positive	0.38371573787755836	0.022873454550141246	72	not_significant	NA	NA	NA
HERC1	HERC1 (ENST00000561359)	Myeloid	positive	positive	0.5177243710196837	0.001446037652266723	72	not_significant	NA	NA	NA
HERC1	HERC1 (ENST00000561400)	Myeloid	positive	positive	0.35743056527704725	0.03503182053242837	72	not_significant	NA	NA	NA
HERC2P8	HERC2P8 (ENST00000564795)	Myeloid	positive	positive	0.4331776791290262	0.009340196572402898	72	not_significant	NA	NA	NA
HERC4	HERC4 (ENST00000506515)	Myeloid	positive	positive	0.45679296582138035	0.005807552468812673	72	not_significant	NA	NA	NA
HERC4	HERC4 (ENST00000515753)	Myeloid	positive	positive	0.3396213326045803	0.04593080966207339	72	not_significant	NA	NA	NA
HERPUD2	HERPUD2 (ENST00000311350)	Myeloid	positive	positive	0.3478029859827551	0.04062708829526852	72	not_significant	NA	NA	NA
HES2	HES2 (ENST00000377834)	Myeloid	positive	positive	0.35646699497872497	0.03556188975803619	72	not_significant	NA	NA	NA
HES2	HES2 (ENST00000377837)	Myeloid	positive	positive	0.3965866438251836	0.018340485512857715	72	not_significant	NA	NA	NA
HEXA	HEXA (ENST00000682064)	Myeloid	positive	positive	0.3562107704307701	0.035703933904485195	72	not_significant	NA	NA	NA
HEXA	HEXA (ENST00000682177)	Myeloid	negative	negative	-0.3396901826059876	0.0458839663764674	72	not_significant	NA	NA	NA
HEXA	HEXA (ENST00000682461)	Myeloid	positive	positive	0.383040342967302	0.02313487785903027	72	not_significant	NA	NA	NA
HEXA	HEXA (ENST00000684231)	Myeloid	negative	negative	-0.3664497921732097	0.030375370884772927	72	not_significant	NA	NA	NA
HEXB	HEXB (ENST00000513336)	Myeloid	negative	negative	-0.4261105747454704	0.010700497423811529	72	not_significant	NA	NA	NA
